AF3_media,AF3_varianza,AF3_max,AF3_min,AF4_media,AF4_varianza,AF4_max,AF4_min,AF7_media,AF7_varianza,AF7_max,AF7_min,AF8_media,AF8_varianza,AF8_max,AF8_min,AFz_media,AFz_varianza,AFz_max,AFz_min,C1_media,C1_varianza,C1_max,C1_min,C2_media,C2_varianza,C2_max,C2_min,C3_media,C3_varianza,C3_max,C3_min,C4_media,C4_varianza,C4_max,C4_min,C5_media,C5_varianza,C5_max,C5_min,C6_media,C6_varianza,C6_max,C6_min,CP1_media,CP1_varianza,CP1_max,CP1_min,CP2_media,CP2_varianza,CP2_max,CP2_min,CP3_media,CP3_varianza,CP3_max,CP3_min,CP4_media,CP4_varianza,CP4_max,CP4_min,CP5_media,CP5_varianza,CP5_max,CP5_min,CP6_media,CP6_varianza,CP6_max,CP6_min,Cz_media,Cz_varianza,Cz_max,Cz_min,F1_media,F1_varianza,F1_max,F1_min,F2_media,F2_varianza,F2_max,F2_min,F3_media,F3_varianza,F3_max,F3_min,F4_media,F4_varianza,F4_max,F4_min,F5_media,F5_varianza,F5_max,F5_min,F6_media,F6_varianza,F6_max,F6_min,F7_media,F7_varianza,F7_max,F7_min,F8_media,F8_varianza,F8_max,F8_min,FC1_media,FC1_varianza,FC1_max,FC1_min,FC2_media,FC2_varianza,FC2_max,FC2_min,FC3_media,FC3_varianza,FC3_max,FC3_min,FC4_media,FC4_varianza,FC4_max,FC4_min,FC5_media,FC5_varianza,FC5_max,FC5_min,FC6_media,FC6_varianza,FC6_max,FC6_min,FCz_media,FCz_varianza,FCz_max,FCz_min,FT10_media,FT10_varianza,FT10_max,FT10_min,FT7_media,FT7_varianza,FT7_max,FT7_min,FT8_media,FT8_varianza,FT8_max,FT8_min,FT9_media,FT9_varianza,FT9_max,FT9_min,Fp1_media,Fp1_varianza,Fp1_max,Fp1_min,Fp2_media,Fp2_varianza,Fp2_max,Fp2_min,Fz_media,Fz_varianza,Fz_max,Fz_min,O1_media,O1_varianza,O1_max,O1_min,O2_media,O2_varianza,O2_max,O2_min,Oz_media,Oz_varianza,Oz_max,Oz_min,P1_media,P1_varianza,P1_max,P1_min,P2_media,P2_varianza,P2_max,P2_min,P3_media,P3_varianza,P3_max,P3_min,P4_media,P4_varianza,P4_max,P4_min,P5_media,P5_varianza,P5_max,P5_min,P6_media,P6_varianza,P6_max,P6_min,P7_media,P7_varianza,P7_max,P7_min,P8_media,P8_varianza,P8_max,P8_min,PO3_media,PO3_varianza,PO3_max,PO3_min,PO4_media,PO4_varianza,PO4_max,PO4_min,PO7_media,PO7_varianza,PO7_max,PO7_min,PO8_media,PO8_varianza,PO8_max,PO8_min,POz_media,POz_varianza,POz_max,POz_min,T7_media,T7_varianza,T7_max,T7_min,T8_media,T8_varianza,T8_max,T8_min,TP10_media,TP10_varianza,TP10_max,TP10_min,TP7_media,TP7_varianza,TP7_max,TP7_min,TP8_media,TP8_varianza,TP8_max,TP8_min,TP9_media,TP9_varianza,TP9_max,TP9_min,Levodopa,PD
-1098.5026,7785.11,-861.7676,-1262.4023,-30924.764,1368.3058,-30802.588,-31019.238,1730.5852,15202.983,2108.6426,1477.1484,55.38296,7720.7275,264.50195,-198.29102,-11476.417,1116.2485,-11285.596,-11556.641,-3580.244,13801.547,-3400.4395,-3813.086,3637.3794,256.80902,3684.4727,3602.1973,6036.073,139.48924,6102.881,5986.1816,-1918.9963,2229.9143,-1821.6309,-2028.5156,8690.509,887.0411,8878.027,8547.852,4274.2,2667.2,4369.092,4124.6094,7884.4517,1017.3961,7946.4844,7823.4863,2132.8582,164.9305,2161.084,2105.7617,4970.708,1416.6294,5065.8203,4885.6445,2959.3699,291.40237,2993.6523,2902.3438,4517.925,175.32098,4596.826,4454.0527,-10335.219,2350.854,-10250.391,-10474.316,8651.877,1250.9545,8716.113,8585.791,9082.464,296.06573,9156.055,9030.713,-12399.292,332.95358,-12322.07,-12454.492,7166.776,3640.714,7325.3906,7030.176,-768.6006,349.05344,-680.0293,-843.9453,-399.84003,29633.654,-3.4179688,-720.21484,-1228.4117,4229.575,-1080.0293,-1449.0723,10072.881,2855.6038,10281.738,9901.855,1945.0563,2543.7766,2090.039,1754.9316,-5677.9907,4450.421,-5510.0586,-5783.3496,1186.8865,4648.7173,1334.4727,1040.9668,-502.26526,421.53238,-435.98633,-570.7031,1481.0332,2035.8055,1593.4082,1363.0859,3075.0361,8474.803,3310.1562,2885.0098,-5704.966,5420.7573,-5540.039,-5895.459,5798.8975,125.323204,5855.0293,5763.2324,-5859.8237,17725.895,-5612.549,-6164.209,7952.8125,4014.8381,8183.0566,7763.7207,7109.602,3741.4395,7241.3086,6934.961,-22946.527,2837.849,-22780.762,-23113.086,-15293.343,2185.811,-15038.574,-15406.689,-25985.02,42157.54,-25671.63,-26427.979,273.52267,10335.073,506.49414,90.72266,9167.682,826.6741,9231.25,9078.369,3958.3328,294.16934,4002.588,3882.8613,-6913.5522,1478.7269,-6817.4316,-6997.2656,301.81808,3545.126,420.80078,210.9375,3219.145,316.83234,3248.584,3152.588,838.03894,645.6382,879.10156,765.72266,-3964.2517,1362.5297,-3856.1035,-4045.2637,2723.942,1546.7332,2806.3965,2629.9316,-388.82672,2098.7712,-305.9082,-503.85742,-2340.2344,1786.2545,-2243.0664,-2414.6484,4379.0977,408.02774,4435.3516,4300.6836,7330.918,450.08243,7377.051,7262.6953,305.25485,1592.3463,381.39648,199.07227,3595.5645,165.77876,3643.0664,3543.3105,5326.2837,2367.4326,5421.1914,5196.7773,-4665.609,749.12805,-4602.3926,-4748.047,6775.36,1239.1136,6929.3457,6569.336,-12057.749,59089.707,-11665.771,-12531.982,463.14575,6255.6143,646.7285,271.43555,9828.552,331.65738,9894.824,9759.082,-14909.562,3450.814,-14819.678,-15087.646,-1604.6859,16000.77,-1265.7227,-1831.3477,1,1
-19877.154,6446.807,-19678.467,-20056.934,-15953.288,12198.3125,-15638.525,-16219.824,-11724.052,194147.67,-10963.379,-12542.627,-24776.56,12401.479,-24553.223,-25124.854,-13327.97,5411.6255,-13176.514,-13496.484,9865.567,138291.28,10510.791,9203.027,2020.6641,160287.27,2740.332,1310.6934,7096.2866,6726.931,7227.49,6918.0176,-6505.5327,603609.4,-5176.709,-7507.8613,-4435.4785,57638.914,-4015.8203,-4794.092,-4019.4373,431434.38,-2807.129,-5165.4785,4461.4136,1770528.9,7113.7207,2327.246,6567.139,4793.8433,6657.2266,6390.625,10185.929,3087.3948,10271.045,10055.176,1695.2166,359123.38,2704.1992,638.5254,11412.516,364474.2,12482.861,10376.855,-2188.035,29782276.0,8367.871,-13265.771,-2754.3926,138838.73,-2142.871,-3415.918,2650.1492,514877.47,3820.3125,1202.002,-17346.863,138014.9,-16726.172,-18016.26,-893.3687,90759.84,-353.125,-1461.6211,-7960.696,81711.0,-7315.967,-8513.037,-14415.932,93392.73,-13773.486,-14937.842,-816.5424,220014.98,52.148438,-1641.8945,-8109.35,136638.31,-7453.9062,-8640.967,-17761.5,164396.72,-16956.738,-18431.836,6825.2227,13424.303,6977.6855,6580.8105,4043.5288,2681.8032,4133.9355,3914.5508,7008.4204,1142.3936,7087.256,6905.5176,5175.4473,2158.4622,5315.674,5049.5117,401.31375,75968.08,855.12695,-141.94336,8085.6562,9555.351,8257.861,7812.0117,-6963.1816,4619.8154,-6854.541,-7120.5566,701.57794,317589.06,1880.0293,-379.6875,3494.0754,234806.98,4366.1133,2624.8047,3968.4897,22449.857,4227.783,3628.7598,-3486.2605,4135.1494,-3341.211,-3730.6152,-15762.679,285548.12,-14815.967,-16761.28,-30793.621,22690.238,-30484.96,-31205.664,-17845.582,146865.55,-17203.467,-18533.398,838.64124,30029.201,1343.1152,582.666,-3753.0146,13523.26,-3552.9785,-4105.713,6259.792,10308.365,6464.5996,6035.254,26806.998,294676.03,27801.904,25858.545,3909.5835,194436.06,4657.7637,3153.8086,-3000.835,3962.7134,-2864.3555,-3133.1543,747.12445,58964.58,1182.959,258.54492,15354.739,239497.8,16234.326,14509.814,463.5213,60248.406,900.24414,-29.93164,11902.02,58131.46,12298.877,11412.207,587.7646,58572.258,1032.4707,103.85742,-1192.7352,267637.66,-281.49414,-2040.625,-240.95406,68746.695,231.15234,-708.78906,9596.527,54864.992,9952.197,9092.285,-4297.812,10183.634,-4108.496,-4622.168,-3402.675,293161.3,-2455.713,-4352.3926,4558.4185,344292.25,5599.9023,3549.463,-15337.5205,509413.88,-13887.939,-16666.357,3622.0015,459807.0,4773.4375,2388.5742,11723.752,1404279.6,13815.381,9719.434,-970.009,194714.36,-240.13672,-1812.8906,7799.9893,19134.545,8045.9473,7525.9766,1,1
-13690.635,1440.2821,-13603.418,-13861.377,-21642.924,2410.7751,-21516.602,-21856.836,-2535.495,10567.126,-2375.7812,-2852.295,-22409.082,6478.029,-22271.582,-22690.332,-4749.1807,1713.5675,-4627.588,-4864.9414,3078.738,1408.7954,3142.6758,2982.8125,4706.7993,164.52194,4742.92,4667.871,3947.2676,4510.2666,4061.914,3780.3223,6020.0513,12676.675,6199.2188,5758.203,1768.4983,747.2766,1847.5098,1671.8262,-3530.3403,821.9884,-3456.6406,-3592.4805,3175.7917,2039.676,3237.5,3061.3281,2613.183,527.03766,2656.6406,2550.9766,3971.3552,6087.482,4097.51,3795.752,3518.6626,2089.979,3609.5215,3428.5156,3344.7144,1593.2491,3422.9004,3237.8906,4822.09,229.86417,4861.8164,4768.164,2351.071,3506.7341,2449.5117,2215.5273,513.8503,878.33105,578.56445,390.91797,261.9925,374.23224,307.22656,177.29492,7961.033,5302.27,8073.9746,7756.0547,-28056.219,4140.7036,-27929.297,-28278.37,-26149.42,13638.306,-25954.883,-26449.854,-22093.924,4066.506,-21984.229,-22345.703,-9850.348,17153.748,-9642.334,-10149.121,-21804.555,4809.352,-21684.668,-22065.87,5207.547,3973.7344,5308.6426,5064.6484,6236.2783,184.6369,6273.584,6180.42,580.62946,7139.68,721.77734,390.72266,1827.7461,2707.0547,1943.4082,1675.8789,2560.924,1305.6909,2656.8848,2419.8242,5541.4053,5683.065,5692.1387,5337.3535,9264.766,4085.5735,9360.547,9096.973,-9785.737,8640.001,-9606.787,-10002.979,-13305.201,9485.466,-13154.199,-13543.164,-12946.04,5617.377,-12785.254,-13103.809,2818.9426,3499.0332,2930.713,2656.4941,-10836.133,8116.063,-10698.535,-11187.549,-12432.903,2868.366,-12341.406,-12743.896,1817.3649,2511.6711,1902.9785,1654.3457,4475.4644,1511.9446,4566.992,4354.199,2922.3142,1040.266,3011.3281,2851.9043,2031.0066,208.30199,2076.0254,1968.7988,536.2439,1420.3027,611.7676,426.85547,-1243.3151,604.1996,-1192.3828,-1302.7344,6829.3076,5193.114,6960.498,6667.1875,565.3828,5679.6387,683.9844,390.8203,-3324.5403,7710.854,-3188.2324,-3492.2363,5099.039,1807.1985,5204.1504,4961.621,5406.183,17751.398,5630.0293,5107.8613,4705.602,1909.5508,4813.037,4565.576,3794.5977,2094.185,3897.412,3669.8242,4097.7363,18753.926,4343.9453,3812.6953,4020.9097,6553.0786,4172.119,3820.0195,6066.1494,3943.8657,6185.547,5907.8125,380.7226,1435.6027,447.5586,265.23438,-8343.662,14105.988,-8123.584,-8587.939,4701.903,3899.3823,4839.795,4536.914,-6771.8013,33193.105,-6461.2793,-7146.7773,-4199.379,7494.0815,-4009.4238,-4373.1445,4272.9507,13303.929,4481.006,4006.7383,-1705.4258,496.583,-1628.0762,-1792.2363,1,1
-13942.096,19043.95,-13655.469,-14183.887,9066.606,1910.8419,9166.699,8971.729,-244.20184,3796.0593,-69.62891,-426.46484,8047.177,6239.782,8257.8125,7889.453,1937.5072,22679.26,2202.295,1682.1289,9195.3955,1360.2495,9288.916,9131.396,9239.958,1223.0012,9313.184,9164.844,9893.196,32422.885,10220.947,9621.436,-1224.2036,21403.088,-942.6758,-1443.9941,13529.495,13034.56,13800.244,13341.943,14157.745,51810.074,14540.283,13804.004,5565.695,18619.709,5790.039,5289.4043,-4368.761,9788.425,-4164.1113,-4500.4395,11254.14,3835.266,11387.061,11168.994,-1038.2242,16630.625,-803.56445,-1195.3613,13560.887,1883.5245,13687.109,13457.08,-2097.176,11608.029,-1762.0117,-2261.1328,12246.065,4713.107,12382.373,12155.566,-11723.722,2886.039,-11602.148,-11816.992,-1981.3578,2570.859,-1865.1367,-2060.9863,-8023.903,74129.77,-7534.375,-8452.539,-761.8663,2874.7021,-636.03516,-838.76953,-10987.606,38888.06,-10650.781,-11322.217,-6732.3105,51118.555,-6292.5293,-7082.666,-2053.372,81217.21,-1351.416,-2447.6562,-4262.35,30812.982,-3877.9785,-4493.457,6784.635,20882.488,7041.211,6578.3203,16079.567,211584.3,16854.932,15338.867,-7532.0913,2278.04,-7396.338,-7634.033,-6635.4863,5201.452,-6481.494,-6745.3613,10243.727,15045.307,10540.625,10016.455,7433.6816,13105.736,7699.756,7262.3047,11872.78,5285.5957,12022.51,11772.314,-11280.977,6512.1094,-11040.186,-11475.439,2140.9966,19046.707,2418.9453,1878.0273,16398.115,19864.205,16662.89,16190.576,777.36945,32781.273,1196.7285,436.57227,18071.908,17168.906,18319.14,17867.334,-13524.298,3472.8264,-13390.186,-13663.428,-6128.9,1669.8085,-6033.301,-6215.967,10079.6,325648.1,11022.949,9143.311,-6832.8906,38637.63,-6474.951,-7103.369,-6395.2,8901.817,-6177.9297,-6530.615,3308.4727,27951.766,3594.0918,3060.1074,-3806.9985,23643.75,-3501.6113,-3978.3691,18019.479,26565.363,18301.172,17763.867,5583.1304,4670.7725,5723.047,5490.381,15433.793,42260.812,15779.541,15107.08,1099.9592,47731.742,1495.5566,784.61914,8864.848,20044.885,9154.541,8558.936,-6573.0537,25333.34,-6288.8184,-6797.5586,8797.144,25650.99,9077.002,8538.379,1540.0284,13133.005,1757.4219,1383.5938,6744.6147,38559.785,7091.1133,6421.1426,-8090.837,80537.195,-7613.1836,-8530.322,-2921.3323,11808.95,-2712.3047,-3063.7695,15586.663,13341.234,15802.344,15378.955,-10742.099,6511.728,-10564.111,-10855.371,-2681.1206,278706.84,-1693.3594,-3615.4785,-9400.357,6390.4746,-9196.533,-9646.924,1077.4169,44181.88,1433.4961,767.48047,7958.388,17408.785,8296.436,7680.908,1,1
-4461.7905,11429.995,-4210.205,-4732.0312,-6574.028,12156.236,-6359.5703,-6795.6543,-3096.745,7953.1533,-2877.8809,-3335.3027,-14239.129,13021.535,-14014.551,-14527.637,5330.434,2659.5706,5470.5566,5210.01,5409.284,11915.134,5591.992,5209.033,5252.3086,576.92334,5290.674,5195.117,2069.4802,193.47365,2098.0469,2022.6074,-2175.7476,6430.5327,-2029.0039,-2324.9023,-2249.483,1311.0708,-2182.8125,-2360.0098,1092.3143,424.3359,1145.0684,1031.4941,3675.9482,224.7178,3715.7227,3647.8516,896.8879,139.95009,930.81055,862.9883,-1981.4972,4300.5737,-1874.6094,-2118.8477,5631.8745,673.0662,5675.6836,5562.3535,-4362.7705,2901.783,-4266.455,-4485.742,-456.4612,239.39932,-412.89062,-504.3457,483.78064,36.816696,497.60742,468.60352,7676.341,1807.4062,7750.586,7596.924,255.50381,449.29404,322.36328,195.9961,1661.6199,291.52148,1705.7129,1622.998,1996.5157,1038.1298,2083.6426,1901.8066,-3984.364,20337.121,-3666.7969,-4318.75,-14254.014,12891.341,-14028.809,-14540.625,-3299.1526,3679.4258,-3183.7402,-3435.3516,-14468.692,12878.01,-14246.533,-14757.52,4678.944,3267.5076,4776.465,4565.283,4148.7407,50.653816,4177.0996,4125.293,-8140.86,5860.697,-8010.9863,-8265.967,2073.1382,205.34943,2114.8438,2039.9414,-4239.497,713.23645,-4185.742,-4335.9375,815.1693,2464.5984,918.2129,699.8535,5181.3574,138.6069,5213.916,5143.506,-5256.956,3606.1782,-5136.426,-5385.6934,-4823.5845,379.82007,-4770.508,-4894.4824,-3505.3186,365.14487,-3457.129,-3575.2441,-9473.085,5133.431,-9312.744,-9629.932,-4173.581,20774.895,-3853.4668,-4512.9883,-14932.769,13229.219,-14703.418,-15222.119,2630.5437,641.5402,2705.2246,2568.6035,-926.0574,254.98457,-868.8965,-973.7793,2115.7715,783.5042,2190.3809,2021.3867,1961.6707,2016.831,2053.418,1859.8633,357.39157,1617.752,418.60352,264.20898,-3272.485,1123.928,-3217.0898,-3347.1191,3379.389,190.08452,3419.4824,3334.7168,-2510.8572,1633.2748,-2449.0234,-2617.8223,3069.242,1322.395,3136.377,2980.713,4341.169,178.10033,4377.295,4295.9473,-4418.941,4344.2515,-4308.252,-4563.867,4706.761,228.41565,4751.709,4644.385,4184.639,238.72652,4220.996,4137.3047,1313.3062,1474.7845,1379.1504,1215.7715,4668.8657,554.08234,4733.8867,4593.3105,5430.7627,196.9814,5473.047,5371.289,457.31897,961.235,514.35547,372.85156,-4568.9526,264.3162,-4523.926,-4636.133,5406.403,1201.0118,5480.664,5257.4707,-223.12746,700.57117,-154.05273,-303.90625,-4208.693,2794.8015,-4112.158,-4331.885,-905.7095,5384.6885,-749.70703,-1071.3867,-4045.5396,2101.563,-3959.3262,-4154.541,1,1
-15910.431,37846.652,-15573.975,-16223.682,-5717.6826,23860.021,-5402.881,-5943.506,18.688885,69705.625,592.82227,-522.2656,-17334.902,2529.2327,-17175.977,-17444.14,-13492.602,17064.83,-13227.539,-13733.154,1346.6772,121.63407,1380.127,1318.8965,-2264.3271,1485.4393,-2200.7812,-2341.8945,-6567.061,1123.7751,-6494.092,-6638.916,761.75903,141.43254,791.6504,731.49414,-2050.512,1886.7593,-1966.4062,-2133.8867,-13972.905,8612.355,-13787.207,-14123.535,-2592.502,9506.535,-2423.8281,-2768.75,-3110.4434,2099.1775,-3039.6484,-3201.5625,-5163.7896,61.783127,-5141.162,-5197.949,-1965.4407,359.8263,-1924.0234,-2009.2773,-1748.1277,567.0203,-1697.2656,-1814.3555,-1059.2502,311.16165,-1018.4082,-1107.7637,-778.1436,267.39056,-746.77734,-812.06055,-808.9569,579.7803,-751.7578,-870.75195,-10290.062,3777.783,-10154.248,-10392.09,-992.218,257.78226,-940.7715,-1028.1738,-10218.357,4135.7383,-10076.172,-10322.705,-9323.662,12534.11,-9137.207,-9501.514,-8541.666,4435.9077,-8392.48,-8659.424,-9597.979,15370.346,-9388.281,-9794.287,-8521.006,4325.614,-8373.975,-8637.305,-812.88824,154.83958,-783.0078,-847.9004,-2790.001,1149.5352,-2733.1055,-2859.6191,-2744.7605,1780.1079,-2653.6133,-2814.4531,-5783.5967,3390.8074,-5665.1855,-5891.3574,-3614.9956,3524.8242,-3518.7988,-3726.416,1089.3911,632.82764,1149.4629,1030.8594,2369.3962,56.659348,2391.455,2342.3828,-5546.8623,1565.7006,-5450.4883,-5619.043,-9193.669,2244.0525,-9086.719,-9278.564,-3258.3796,380.01523,-3196.7285,-3306.2012,-335.68362,507.91672,-273.33984,-402.88086,-5566.889,12087.09,-5357.666,-5800.0977,-19236.123,52173.863,-18763.428,-19780.176,-7371.4165,3880.3447,-7241.3574,-7478.6133,-3043.489,759.4159,-2980.5176,-3120.2148,-4631.877,463.85474,-4560.498,-4695.459,-767.8921,524.56665,-708.2031,-845.6543,-3019.9324,426.54562,-2978.955,-3067.334,-2254.435,5015.7256,-2126.123,-2396.7773,-860.1533,116.52488,-830.4199,-904.05273,545.6553,143.26945,574.9512,507.66602,-1620.7051,994.38464,-1558.1543,-1701.0254,-9598.236,1101.4734,-9488.525,-9668.994,-5790.09,4174.4404,-5659.2773,-5919.385,-8491.219,2378.806,-8352.832,-8583.691,-10602.509,247.03468,-10555.664,-10648.633,760.04266,376.9976,806.54297,702.7344,-13115.622,4066.0051,-12993.555,-13247.119,-4475.509,929.3627,-4406.25,-4562.4023,-4762.201,269.7379,-4718.8965,-4817.1875,-17483.172,10651.031,-17281.836,-17663.77,-10253.84,1723.8433,-10171.533,-10347.07,-287.08032,629.2267,-218.26172,-358.93555,-1501.2458,928.37885,-1439.209,-1583.1055,-5131.184,1348.8785,-5057.1777,-5212.5,-4477.974,254.75876,-4427.832,-4545.117,1,1
-22070.701,561536.3,-20966.943,-23910.059,-27811.139,48395.297,-27354.932,-28158.35,-23905.201,25992.639,-23550.586,-24217.383,-26959.658,54262.84,-26501.318,-27367.041,-9207.615,7133.022,-9030.713,-9387.695,-19226.305,180729.89,-18494.482,-20092.334,-4334.4336,3138.4058,-4196.6797,-4420.0195,-12292.867,135356.48,-11574.316,-13046.484,-11062.228,38556.816,-10704.395,-11368.994,-15132.72,37960.832,-14698.047,-15540.332,-7062.6416,26952.418,-6666.8945,-7302.3438,-12390.661,17081.717,-12121.533,-12638.232,-7268.5293,88138.086,-6914.258,-7707.715,-887.3759,62212.18,-360.79102,-1262.5488,1201.1389,24419.19,1475.7324,927.14844,-8558.49,9930.814,-8322.51,-8715.576,3536.9697,10003.867,3743.164,3354.1504,-7183.836,12424.407,-6950.4883,-7336.426,-25571.945,2694.1497,-25417.334,-25681.738,-8205.527,54155.832,-7839.9414,-8672.314,-9362.043,1515.1412,-9279.15,-9467.432,3068.03,979.1853,3153.1738,3006.2012,-22049.385,40796.664,-21691.26,-22432.861,-28115.73,92428.09,-27474.805,-28583.496,-25469.797,11936.978,-25202.1,-25742.725,-3591.0405,68521.96,-3006.2012,-4041.748,-23762.402,54180.63,-23323.34,-24044.678,-17821.191,10661.017,-17642.822,-17997.656,-20274.71,55803.77,-19845.508,-20651.074,1355.7584,1655.976,1452.5391,1273.4375,-7807.1367,1091.5658,-7676.2695,-7918.457,2171.5378,4919.5107,2346.875,2022.8027,4378.015,3351.9182,4524.0723,4268.115,-425968.9,30906.691,-425598.66,-426871.12,-2057.6853,10964.767,-1815.625,-2312.6465,-3478.3271,1552.4335,-3361.4746,-3593.3105,-135198.1,49424716.0,-122057.76,-147582.61,-27252.771,1239.2393,-27156.201,-27369.434,-27583.434,31567.627,-27223.584,-27934.912,-1893.8419,1474.0325,-1801.9531,-1967.1875,-16644.568,23258.057,-16363.672,-16902.1,-19126.674,3341.034,-18963.33,-19251.758,-20739.988,7839.005,-20522.559,-20920.947,3448.646,837.35944,3517.2852,3390.8203,-7917.163,23657.756,-7652.3438,-8196.973,-14584.718,64570.973,-14025.879,-14966.162,-10464.223,20132.768,-10159.521,-10731.006,-15657.493,165836.05,-14806.055,-16346.68,-13236.139,75400.83,-12661.963,-13709.18,-19251.547,38252.68,-18855.42,-19585.059,1999.88,1269.3765,2120.2637,1912.793,-6090.5986,1570.8644,-6022.5586,-6188.672,-2737.3833,19234.959,-2483.2031,-2991.162,-13910.709,1238.7985,-13803.809,-14002.393,-2131.818,1178.2216,-2001.6602,-2205.2734,-12150.032,2592.773,-12028.955,-12268.359,-9770.671,26012.076,-9445.752,-10107.227,-9985.743,228695.08,-9133.545,-10681.445,1533.5277,455.66336,1605.4199,1444.4824,-25313.277,43392.406,-24882.031,-25685.645,-17765.902,58800.617,-17258.35,-18158.691,-44991.848,105001.516,-44152.44,-45901.367,1,1
-6626.5293,36325.94,-6224.2676,-6923.4375,-4302.3213,8846.471,-4067.0898,-4450.1465,-5114.515,190062.03,-4372.119,-5768.0176,-6445.0264,75437.11,-5869.7266,-6841.211,-3145.0476,9436.557,-2892.041,-3280.1758,1211.932,14237.73,1458.4961,1037.1094,-6279.1714,20316.531,-5992.285,-6502.9297,-6447.165,98448.64,-5932.1777,-7002.49,-8288.538,24512.158,-7989.9414,-8510.205,-383.02893,43914.824,-42.91992,-743.99414,-6453.689,54312.715,-6040.7715,-6823.291,1244.5664,4223.4507,1359.6191,1147.0215,467.02985,2862.6438,581.7383,387.40234,-4511.797,17653.459,-4265.625,-4722.6562,-6366.9316,11676.401,-6154.9316,-6540.869,-2627.1465,78097.23,-2101.0742,-3010.1074,14476.819,1273.9865,14573.096,14405.566,2465.0796,5234.8975,2592.8223,2347.168,-7059.5566,30484.9,-6726.123,-7311.8164,-4412.97,499.83707,-4340.576,-4475.4395,-8627.013,25499.959,-8259.082,-8886.865,-6791.489,19150.45,-6518.0664,-7008.1055,-9152.583,19633.15,-8858.838,-9363.867,-3387.643,15877.717,-3102.1484,-3584.0332,-1793.256,35107.215,-1474.707,-2073.1934,888.52124,14305.036,1173.0957,683.6426,-5334.4814,80481.164,-4842.4805,-5744.4824,-9319.128,37243.566,-8931.836,-9595.85,4230.699,60723.426,4663.867,3853.4668,-6315.9,40234.574,-5910.3516,-6627.0996,-12863.102,171054.64,-12018.164,-13486.914,-11941.119,84923.13,-11387.939,-12399.17,1376.6068,27617.135,1691.5527,1132.8613,9382.98,7461.35,9569.58,9231.592,-2032.9966,18399.307,-1778.125,-2271.0938,-6322.649,23828.451,-5979.7363,-6551.8066,1115.8732,147873.39,1801.0254,569.53125,-6634.9473,60696.35,-6060.8887,-7000.7324,-7469.525,59109.55,-6895.3125,-7808.1055,-2594.5264,2771.6104,-2477.1484,-2705.713,-6207.391,68955.445,-5794.092,-6774.2676,16858.332,20679.514,17136.475,16577.002,-7766.582,48481.176,-7341.8457,-8117.871,-9375.244,31744.594,-9062.939,-9689.551,-9651.795,173522.89,-8919.678,-10299.854,-1097.1154,24892.01,-779.1992,-1375.1953,12829.983,20652.97,13065.137,12575.879,14775.135,13619.125,14990.332,14572.461,9831.805,9286.925,9961.621,9459.814,-16021.733,93092.71,-15422.51,-16514.99,5524.3096,71477.766,6005.957,5043.6523,-3466.958,23412.28,-3187.2559,-3831.7383,10546.449,1409.081,10681.152,10432.666,-8021.4194,38336.496,-7634.8145,-8341.504,18215.152,35785.82,18591.895,17864.746,-13584.235,54224.766,-13123.486,-13968.848,4391.6147,153116.94,5100.342,3835.9375,-8287.922,56932.977,-7797.8027,-8648.291,-7393.921,41398.28,-6983.203,-7693.408,-14002.118,112728.12,-13314.99,-14524.072,6411.422,96115.36,6979.492,5908.252,-24275.34,222846.38,-23266.65,-25046.094,1,1
